fsc_peak,ssc_peak,bsc_peak,fsc_ssc_ratio,refractive_index,noise_level,size_um
5879.712568943253,15.971950907181935,19.40259576697012,368.1273879906092,1.5977740246251184,0.05,2.8249809308006957
18791.625818290428,13.27839514411306,202.46754273803145,1415.2030883947928,1.5969889503897097,0.05,8.142109180571904
12737.244144254448,54.37424627280316,83.01358959834351,234.25141527692486,1.552021672271062,0.05,4.9446421770038915
53211.140128819374,30.347840973730342,283.26837644062743,1753.37481744176,1.5768302279464952,0.05,14.393425305729414
147374.21068892998,139.67235016355417,1297.756270283317,1055.1423421693837,1.5243631206552017,0.05,19.70984108111545
2066.0316881518725,16.255607571640358,96.48136123970295,127.09655292301646,1.5873903247886685,0.05,3.8886077991409485
25966.696274226993,100.00662407935512,138.51024766800717,259.64976333330486,1.5736352850953155,0.05,9.829746276866075
53160.93961774281,5.35586904752668,196.60335376822712,9925.73551296341,1.5682661057665783,0.05,9.005570547237179
162720.4708469936,43.225957690523614,1870.4150392105198,3764.415632112235,1.5507335828739697,0.05,19.13066554034778
122240.23587801987,99.81930174236514,509.1267345885197,1224.6152171280341,1.506597532310238,0.05,16.1076309615279
11906.956873211728,21.085815717218665,123.61301485057474,564.690360208537,1.5606704403172358,0.05,4.825848803308067
38644.40863443218,36.51086221276308,1415.281726429184,1058.4359363571766,1.57419678331674,0.05,15.113999908446111
45697.44765168837,170.0440289932957,874.774645035124,268.73891380932486,1.5193274087821893,0.05,11.336130113138193
167453.15776729086,273.3741476198319,538.9676727664648,612.5420389039393,1.515311602016551,0.05,17.926786006856446
40842.93348909183,148.32568114519427,730.4198557595266,275.3598242291961,1.5030109956334956,0.05,12.272150946118975
6175.184726895836,18.457266333190564,109.5350034434501,334.56659372448973,1.5631086175724778,0.05,4.34379540048392
8366.092627431515,31.688189448447012,108.96840166516296,264.01295791222657,1.5570205466226108,0.05,4.498387875873525
134343.62532037008,111.29059521714603,1409.9905935456602,1207.1426615792348,1.557742465325762,0.05,16.350894455699255
4682.653238248548,86.93127103748232,77.70202990124056,53.86615405836702,1.5378910337076053,0.05,6.610569280092991
64531.884691662635,194.2896178913187,752.0642627859324,332.1427330585837,1.5419364937060445,0.05,18.675183614750214
1860.7754130319747,0.78023201628505,0.2112771605420761,2384.9000961366073,1.5547149167944256,0.05,1.4573133080490486
6325.450312382523,4.201098912310115,1.0368017529610272,1505.6656467530295,1.5116905367197548,0.05,2.127080132557807
62059.68946804707,49.05458214977262,393.4155804103427,1265.115036089847,1.524652579809453,0.05,16.79130214268615
7854.1900761126935,10.464835272441446,9.760625990994527,750.5316491742329,1.5073255129434382,0.05,3.657397744566765
42690.16072434209,48.597097213429436,223.95224773476602,878.4508370114448,1.5080306910854033,0.05,17.075387981308456
173497.10473880338,179.0420332787959,2149.353758402983,969.0300180386845,1.50758975436899,0.05,18.505982686940268
206392.83041135257,131.08167931618252,350.8927496163557,1574.5360563464958,1.5441756405902964,0.05,17.179977052165537
98771.62584031989,78.22715621182766,251.73097309168475,1262.6258018583494,1.5190517480297232,0.05,17.318759991561233
4940.230835942802,23.896836959592793,37.77211981642607,206.7315789152144,1.5250339476760688,0.05,4.12971930559991
15982.063844305118,99.03576153522782,360.1763372449237,161.37669460398698,1.511685681688373,0.05,8.686007582472758
138232.79614045605,238.3147157623307,87.5927666930807,580.0430565006923,1.5014794467030164,0.05,13.324988930297947
17573.85233944436,37.5049076590613,451.9834894255785,468.57473957091287,1.5424754557799039,0.05,8.762483950649122
30231.551295253103,43.357843598381706,678.1596971986626,697.2568002824803,1.5729109435618243,0.05,12.150026041956867
105230.10152628564,112.1304703904583,381.0921933683152,938.4612510668794,1.5798750024101216,0.05,13.17268649395211
151780.35085462654,260.0655336578393,303.33981661051945,583.6234764339666,1.5025901190043323,0.05,13.778663583948731
136579.79955828917,64.66874514479764,219.58107125857626,2111.9908736494867,1.5156350450170075,0.05,13.02807190819862
89577.54202372453,199.7358727828599,1319.0843845150882,448.4799889735333,1.5868647662108246,0.05,19.233240216826314
193519.10511311356,26.888578586811732,373.0506650343885,7197.0745675947865,1.5832761087291491,0.05,17.590312087718694
21709.63759907452,69.22347836431621,641.1007332406546,313.61668196598356,1.5339422969106418,0.05,8.095113074529893
129001.53984281486,122.03466353149004,463.2866522975542,1057.0893228911962,1.502923543321372,0.05,16.145024365499857
46374.715898517956,104.21231423677007,767.1497475493006,445.0022652093661,1.5799286915698523,0.05,12.591881314720162
63950.61810473638,43.429746109229804,1157.48908342358,1472.5072981643086,1.543407444927068,0.05,15.80005672613392
51255.090992259335,40.14798176259823,816.2472982559599,1276.654236172136,1.5878492863451634,0.05,10.854128190802713
23985.941260159827,22.85465059746749,432.19758219608684,1049.4993636773513,1.5778822573604008,0.05,8.405697751337271
50990.4156075874,41.876362327272666,95.98651770993854,1217.6419529439743,1.5267776685117154,0.05,9.558434121983304
4216.217257445191,22.569598438686693,32.4202349297217,186.80958231101428,1.5568390898795859,0.05,3.4098556852099797
43034.41797036477,73.1782787629639,561.644232683117,588.0763895687137,1.5480548415425532,0.05,18.200919421892173
31204.918675117144,22.464898659428272,580.5183735603478,1389.0522787037692,1.5707513000772493,0.05,7.374966313562965
39950.48418339521,113.31282921499908,425.8707960185505,352.56805835498847,1.5934881088760817,0.05,12.151456405083577
65310.55355992673,235.7368838043686,574.7280441559233,277.04851487664985,1.5182242028560389,0.05,16.319576010935762
17921.60046261275,34.19330523703971,25.486661898714758,524.1260047208058,1.5107069457788762,0.05,6.110297064633502
29499.160232123344,49.04709568112249,421.95829329692685,601.4456069592658,1.5369858287123606,0.05,7.655341152919466
4489.758445318124,15.785954793056552,28.485825733220317,284.4147537409982,1.5402986412764998,0.05,3.625436682285498
270.65195806853825,0.22141798682704497,0.21104652699803506,1222.3575903866995,1.545009186756227,0.05,1.0199520836950926
93113.56286546109,111.73920022699023,1394.6802966350945,833.3115207149702,1.5383224288958162,0.05,18.953094640683915
45775.869261494176,170.6087003720308,686.6255614943633,268.3091141390012,1.5019216049557969,0.05,12.273524687088479
58496.284697376555,251.33949245849766,1766.6228626898555,232.73813488265478,1.56160154030741,0.05,15.468720628696252
101492.00046693807,121.55718367416412,792.8824958021451,834.9321479687617,1.526306582822777,0.05,15.697233214347136
1649.5753323888669,65.84082779993194,57.30932395612471,25.053988345594856,1.5286150358322887,0.05,6.57872859021036
71080.4535297257,170.4556255696463,1464.1169836403164,417.00268496134794,1.57143688790544,0.05,19.40963482437948
11021.49509916645,5.779931222082161,3.3099593591974585,1906.855752046339,1.5259392024662672,0.05,2.7836051859749773
